Query1.txt
Nutr_Val
30.28

Query2.txt
TEMP.Long_Desc
Fish oil, cod liver

Query3.txt
Nutr.No|Nutrient|Count
10864|Pork, bacon, rendered fat, cooked|62.0875662650602
10894|Pork, cured, ham, separable fat, boneless, heated|34.438694214876
10895|Pork, cured, ham, separable fat, boneless, unheated|32.692504
10942|Pork, fresh, composite of separable fat, with added solution, raw|32.3467924528302
10994|Bacon, pre-sliced, reduced/low sodium, unprepared|54.8005161290323
11003|Amaranth leaves, raw|90.180507936508
11004|Amaranth leaves, cooked, boiled, drained, without salt|69.9406451612904
11005|Arrowhead, raw|52.6266571428571
11006|Arrowhead, cooked, boiled, drained, without salt|48.2219714285714
11012|Asparagus, cooked, boiled, drained|31.6690530973451
11015|Asparagus, canned, drained solids|34.2835934065934
11022|Balsam-pear (bitter gourd), leafy tips, raw|98.3570285714286
11023|Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt|114.507263888889
11024|Balsam-pear (bitter gourd), pods, raw|48.7458461538462
11025|Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt|31.9725972222222
11048|Beans, pinto, immature seeds, frozen, unprepared|50.6606590909091
11049|Beans, pinto, immature seeds, frozen, cooked, boiled, drained, without salt|46.2949767441861
11086|Beet greens, raw|152.53956043956
11087|Beet greens, cooked, boiled, drained, without salt|182.738868131868
11091|Broccoli, cooked, boiled, drained, without salt|42.4488632478632
11092|Broccoli, frozen, chopped, unprepared|40.0180631578947
11093|Broccoli, frozen, chopped, cooked, boiled, drained, without salt|39.8939888888889
11094|Broccoli, frozen, spears, unprepared|64.4077714285715
11095|Broccoli, frozen, spears, cooked, boiled, drained, without salt|39.9421222222222
11096|Broccoli raab, raw|57.5607913043478
11097|Broccoli raab, cooked|95.6302882882883
11098|Brussels sprouts, raw|46.2961758241758
11099|Brussels sprouts, cooked, boiled, drained, without salt|41.0891538461538
11100|Brussels sprouts, frozen, unprepared|31.9758591549296
11101|Brussels sprouts, frozen, cooked, boiled, drained, without salt|51.9346785714286
11116|Cabbage, chinese (pak-choi), raw|91.8745714285714
11117|Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt|87.3439670329671
11124|Carrots, raw|260.258854700855
11125|Carrots, cooked, boiled, drained, without salt|268.855538461538
11126|Carrots, canned, regular pack, solids and liquids|266.107313953488
11128|Carrots, canned, regular pack, drained solids|225.986472527473
11130|Carrots, frozen, unprepared|261.531565656566
11131|Carrots, frozen, cooked, boiled, drained, without salt|300.566192307692
11145|Celtuce, raw|81.6234727272728
11147|Chard, swiss, raw|277.258361445783
11148|Chard, swiss, cooked, boiled, drained, without salt|273.047240963855
11152|Chicory greens, raw|259.398109756098
11156|Chives, raw|98.5162111111111
11157|Chrysanthemum, garland, raw|241.8923
11158|Chrysanthemum, garland, cooked, boiled, drained, without salt|125.126736111111
11161|Collards, raw|157.154637362637
11162|Collards, cooked, boiled, drained, without salt|218.705
11163|Collards, frozen, chopped, unprepared|208.326615384615
11164|Collards, frozen, chopped, cooked, boiled, drained, without salt|348.668527472528
11165|Coriander (cilantro) leaves, raw|178.980394736842
11180|Corn, sweet, yellow, frozen, kernels on cob, unprepared|32.4267341772152
11190|Cornsalad, raw|156.788113207547
11191|Cowpeas (blackeyes), immature seeds, raw|43.5435833333333
11192|Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt|35.9717023809524
11197|Cowpeas, young pods with seeds, raw|60.1863428571429
11198|Cowpeas, young pods with seeds, cooked, boiled, drained, without salt|47.5897608695653
11199|Yardlong bean, raw|32.054775862069
11201|Cowpeas, leafy tips, raw|41.7408260869565
11202|Cowpeas, leafy tips, cooked, boiled, drained, without salt|33.7376739130435
11203|Cress, garden, raw|354.476191780822
11204|Cress, garden, cooked, boiled, drained, without salt|240.667041666667
11207|Dandelion greens, raw|453.561583333333
11208|Dandelion greens, cooked, boiled, drained, without salt|305.553236111111
11211|Edamame, frozen, unprepared|34.9252816901408
11212|Edamame, frozen, prepared|34.7631865671642
11213|Endive, raw|54.2584222222222
11214|Escarole, cooked, boiled, drained, no salt added|45.9591222222222
11222|Drumstick leaves, raw|171.345222222222
11223|Drumstick leaves, cooked, boiled, drained, without salt|162.018666666667
11224|Hyacinth-beans, immature seeds, raw|37.8112441860465
11230|Pepeao, dried|96.3481142857143
11231|Jute, potherb, raw|120.239290322581
11232|Jute, potherb, cooked, boiled, drained, without salt|133.088911111111
11233|Kale, raw|388.3948
11234|Kale, cooked, boiled, drained, without salt|464.202736263736
11235|Kale, frozen, unprepared|96.6337662337663
11236|Kale, frozen, cooked, boiled, drained, without salt|502.131065934066
11237|Kanpyo, (dried gourd strips)|85.3769555555556
11244|Lambsquarters, raw|202.956328358209
11245|Lambsquarters, cooked, boiled, drained, without salt|178.591714285714
11246|Leeks, (bulb and lower leaf-portion), raw|62.9054444444444
11247|Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt|39.8939714285714
11250|Lettuce, butterhead (includes boston and bibb types), raw|71.6301619047619
11251|Lettuce, cos or romaine, raw|167.34358490566
11253|Lettuce, green leaf, raw|137.699121495327
11257|Lettuce, red leaf, raw|139.869943396226
11268|Mushrooms, shiitake, dried|48.6221368421053
11270|Mustard greens, raw|140.424676056338
11271|Mustard greens, cooked, boiled, drained, without salt|445.357277777778
11272|Mustard greens, frozen, unprepared|90.4807746478874
11273|Mustard greens, frozen, cooked, boiled, drained, without salt|228.409741176471
11274|Mustard spinach, (tendergreen), raw|202.412474576271
11275|Mustard spinach, (tendergreen), cooked, boiled, drained, without salt|265.654972222222
11276|New Zealand spinach, raw|105.438117647059
11277|New Zealand spinach, cooked, boiled, drained, without salt|86.9524117647059
11284|Onions, dehydrated flakes|55.1743111111112
11291|Onions, spring or scallions (includes tops and bulb), raw|43.8699325842697
11292|Onions, young green, tops only|77.7385188679246
11295|Onion rings, breaded, par fried, frozen, unprepared|35.027
11297|Parsley, fresh|233.352408163265
11300|Peas, edible-podded, raw|38.2240666666667
11301|Peas, edible-podded, boiled, drained, without salt|36.6713555555556
11303|Peas, edible-podded, frozen, cooked, boiled, drained, without salt|44.6216222222222
11304|Peas, green, raw|50.04271
11305|Peas, green, cooked, boiled, drained, without salt|52.09205
11306|Peas, green, canned, regular pack, solids and liquids|50.5728834951456
11308|Peas, green (includes baby and lesuer types), canned, drained solids, unprepared|39.11728
11312|Peas, green, frozen, unprepared|67.7593431372549
11313|Peas, green, frozen, cooked, boiled, drained, without salt|69.48381
11316|Peas, mature seeds, sprouted, raw|34.9152586206896
11318|Peas and carrots, canned, regular pack, solids and liquids|105.651076923077
11322|Peas and carrots, frozen, unprepared|140.988311688312
11323|Peas and carrots, frozen, cooked, boiled, drained, without salt|211.351511111111
11327|Peas and onions, frozen, cooked, boiled, drained, without salt|39.961
11329|Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids|37.5971555555556
11344|Pigeonpeas, immature seeds, raw|35.363
11350|Pokeberry shoots, (poke), raw|275.692222222222
11351|Pokeberry shoots, (poke), cooked, boiled, drained, without salt|230.607260273973
11361|Potatoes, roasted, salt added in processing, frozen, unprepared|85.6487222222222
11369|Potatoes, microwaved, cooked in skin, skin, without salt|35.4000833333333
11373|Potatoes, au gratin, home-prepared from recipe using butter|34.5475
11378|Potatoes, mashed, dehydrated, flakes without milk, dry form|33.1644
11380|Potatoes, mashed, dehydrated, granules without milk, dry form|37.8689784946236
11382|Potatoes, mashed, dehydrated, granules with milk, dry form|53.0881685393258
11384|Potatoes, au gratin, dry mix, unprepared|123.66538
11385|Potatoes, au gratin, dry mix, prepared with water, whole milk and butter|35.98768
11386|Potatoes, scalloped, dry mix, unprepared|102.240833333333
11393|Potatoes, hash brown, frozen, with butter sauce, prepared|35.76446
11397|Potatoes, o'brien, frozen, prepared|32.2986923076923
11407|Potatoes, french fried, cottage-cut, salt not added in processing, frozen, oven-heated|32.2379344262295
11408|Potatoes, frozen, french fried, par fried, extruded, unprepared|42.3589344262295
11409|Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt|52.1125161290323
11410|USDA Commodity, Potato wedges, frozen|36.7450833333333
11413|Potato flour|38.3038777777778
11416|Pumpkin flowers, raw|66.3247073170732
11417|Pumpkin flowers, cooked, boiled, drained, without salt|48.4862285714286
11418|Pumpkin leaves, raw|51.5771034482759
11419|Pumpkin leaves, cooked, boiled, drained, without salt|64.5145595238096
11422|Pumpkin, raw|201.036494505495
11423|Pumpkin, cooked, boiled, drained, without salt|137.792066666667
11424|Pumpkin, canned, without salt|319.162322222222
11426|Pumpkin pie mix, canned|152.592676923077
11427|Purslane, raw|60.8953684210526
11428|Purslane, cooked, boiled, drained, without salt|54.5942452830189
11432|Radishes, oriental, dried|83.7080568181818
11437|Salsify, (vegetable oyster), raw|32.66625
11446|Seaweed, laver, raw|110.051011111111
11450|Soybeans, green, raw|40.4639852941177
11452|Soybeans, mature seeds, sprouted, raw|32.4600923076923
11454|Soybeans, mature seeds, sprouted, cooked, stir-fried|33.877703125
11457|Spinach, raw|285.644238095238
11458|Spinach, cooked, boiled, drained, without salt|334.118043478261
11459|Spinach, canned, regular pack, solids and liquids|267.859340909091
11461|Spinach, canned, regular pack, drained solids|316.109043956044
11463|Spinach, frozen, chopped or leaf, unprepared|302.622821428571
11464|Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt|335.873589285714
11475|Squash, summer, scallop, raw|36.8816590909091
11478|Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt|39.4531195652174
11479|Squash, summer, zucchini, includes skin, frozen, unprepared|34.5975647058824
11485|Squash, winter, butternut, raw|221.638731182796
11486|Squash, winter, butternut, cooked, baked, without salt|291.841589041096
11487|Squash, winter, butternut, frozen, unprepared|110.775172413793
11488|Squash, winter, butternut, frozen, cooked, boiled, without salt|63.121875
11489|Squash, winter, hubbard, raw|34.0212696629213
11490|Squash, winter, hubbard, baked, without salt|140.687715909091
11491|Squash, winter, hubbard, cooked, boiled, mashed, without salt|88.1949555555556
11503|Swamp cabbage, (skunk cabbage), raw|144.523358490566
11504|Swamp cabbage (skunk  cabbage), cooked, boiled, drained, without salt|83.230302631579
11505|Sweet potato leaves, raw|447.79038
11506|Sweet potato leaves, cooked, steamed, without salt|228.722039473684
11507|Sweet potato, raw, unprepared|211.568801724138
11508|Sweet potato, cooked, baked in skin, flesh, without salt|284.892939655172
11510|Sweet potato, cooked, boiled, without skin|233.645182608696
11512|Sweet potato, canned, vacuum pack|158.990477777778
11514|Sweet potato, canned, mashed|211.266232876712
11516|Sweet potato, frozen, unprepared|289.85053968254
11517|Sweet potato, frozen, cooked, baked, without salt|488.450150684931
11520|Taro leaves, raw|138.634964285714
11521|Taro leaves, cooked, steamed, without salt|96.1049473684211
11525|Taro, tahitian, raw|80.9353488372093
11526|Taro, tahitian, cooked, without salt|74.1306976744186
11529|Tomatoes, red, ripe, raw, year round average|43.4481574074074
11530|Tomatoes, red, ripe, cooked|42.8509619047619
11531|Tomatoes, red, ripe, canned, packed in tomato juice|37.5165961538461
11533|Tomatoes, red, ripe, canned, stewed|53.283404040404
11540|Tomato juice, canned, with salt added|98.1025229357798
11546|Tomato products, canned, paste, without salt added|325.625666666667
11547|Tomato products, canned, puree, without salt added|232.927227722772
11548|Tomato powder|1066.98965789474
11549|Tomato products, canned, sauce|154.79212745098
11551|Tomato products, canned, sauce, with mushrooms|250.418942528736
11553|Tomato products, canned, sauce, with onions|35.9465538461538
11555|Tomato products, canned, sauce, with herbs and cheese|36.7638676470588
11557|Tomato products, canned, sauce, with onions, green peppers, and celery|231.457450549451
11568|Turnip greens, raw|362.640010752688
11569|Turnip greens, cooked, boiled, drained, without salt|248.945755555556
11570|Turnip greens, canned, solids and liquids|69.5571194029851
11574|Turnip greens, frozen, unprepared|95.2342727272728
11575|Turnip greens, frozen, cooked, boiled, drained, without salt|345.043944444444
11576|Turnip greens and turnips, frozen, unprepared|105.035462686567
11577|Turnip greens and turnips, frozen, cooked, boiled, drained, without salt|277.674344444444
11578|Vegetable juice cocktail, canned|69.8776119402985
11579|Vegetables, mixed, canned, solids and liquids|76.6990519480519
11581|Vegetables, mixed, canned, drained solids|238.100752688172
11583|Vegetables, mixed, frozen, unprepared|81.5691168831169
11584|Vegetables, mixed, frozen, cooked, boiled, drained, without salt|100.441122222222
11585|Vegetable juice cocktail, low sodium, canned|69.9430984848484
11587|Vinespinach, (basella), raw|186.520867924528
11591|Watercress, raw|134.400988888889
11597|Winged bean leaves, raw|151.908873015873
11613|Borage, raw|126.697790697674
11614|Borage, cooked, boiled, drained, without salt|132.491139534884
11615|Chives, freeze-dried|1046.20294736842
11616|Dock, raw|98.3562307692308
11617|Dock, cooked, boiled, drained, without salt|84.8812115384615
11618|Eppaw, raw|46.5258857142857
11620|Drumstick pods, raw|31.9463
11622|Kale, scotch, raw|68.7336470588235
11623|Kale, scotch, cooked, boiled, drained, without salt|43.8961176470588
11624|Leeks, (bulb and lower-leaf portion), freeze-dried|106.840274193548
11625|Parsley, freeze-dried|1984.08754054054
11632|Peppers, jalapeno, canned, solids and liquids|66.0962183908046
11634|Peppers, sweet, green, freeze-dried|259.563066666667
11640|Shallots, freeze-dried|55.1934712643678
11641|Squash, summer, all varieties, raw|33.2921290322581
11642|Squash, summer, all varieties, cooked, boiled, drained, without salt|35.2247777777778
11643|Squash, winter, all varieties, raw|34.3551555555556
11644|Squash, winter, all varieties, cooked, baked, without salt|121.489395604396
11645|Sweet potato, canned, syrup pack, solids and liquids|148.045144444444
11647|Sweet potato, canned, syrup pack, drained solids|220.938767123288
11649|Tomato products, canned, sauce, spanish style|35.2346153846154
11655|Carrot juice, canned|484.130152777778
11658|Spinach souffle|92.1015811965813
11659|Sweet potato, cooked, candied, home-prepared|108.910732142857
11663|Seaweed, agar, dried|86.791875
11667|Seaweed, spirulina, dried|65.7854222222222
11670|Peppers, hot chili, green, raw|42.2218777777778
11672|Potato pancakes|31.9451779661017
11683|Carrot, dehydrated|1411.80711111111
11693|Tomatoes, crushed, canned|68.0665104166667
11697|Arrowroot, raw|42.8524081632653
11698|Chrysanthemum leaves, raw|100.472
11700|Amaranth leaves, cooked, boiled, drained, with salt|73.7470967741936
11701|Arrowhead, cooked, boiled, drained, with salt|54.9648285714286
11705|Asparagus, cooked, boiled, drained, with salt|34.5852090909091
11707|Asparagus, canned, no salt added, solids and liquids|34.020358974359
11709|Asparagus, frozen, cooked, boiled, drained, with salt|37.1594418604651
11710|Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt|172.863081632653
11711|Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt|51.7913673469388
11714|Lima beans, immature seeds, cooked, boiled, drained, with salt|33.7995921052632
11720|Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt|51.7833488372093
11723|Beans, snap, green, cooked, boiled, drained, with salt|35.3872948717949
11736|Beet greens, cooked, boiled, drained, with salt|234.793569444445
11737|Borage, cooked, boiled, drained, with salt|137.979511627907
11739|Broccoli, leaves, raw|258.417878787879
11740|Broccoli, flower clusters, raw|61.4481818181818
11742|Broccoli, cooked, boiled, drained, with salt|48.4814672897196
11743|Broccoli, frozen, chopped, cooked, boiled, drained, with salt|52.5953287671233
11744|Broccoli, frozen, spears, cooked, boiled, drained, with salt|61.1659861111111
11745|Brussels sprouts, cooked, boiled, drained, with salt|47.8929277108434
11746|Brussels sprouts, frozen, cooked, boiled, drained, with salt|62.2636891891892
11754|Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt|99.8085487804878
11757|Carrots, cooked, boiled, drained, with salt|266.420102564102
11758|Carrots, canned, no salt added, solids and liquids|203.2844
11759|Carrots, canned, no salt added, drained solids|271.436
11760|Carrots, frozen, cooked, boiled, drained, with salt|314.94886
11765|Chard, swiss, cooked, boiled, drained, with salt|381.646816666667
11767|Chrysanthemum, garland, cooked, boiled, drained, with salt|188.673448979592
11768|Collards, cooked, boiled, drained, with salt|223.763944444444
11769|Collards, frozen, chopped, cooked, boiled, drained, with salt|463.25115942029
11775|Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, with salt|32.300024691358
11777|Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt|45.3242676056338
11779|Cowpeas, young pods with seeds, cooked, boiled, drained, with salt|52.720195652174
11780|Cowpeas, leafy tips, cooked, boiled, drained, with salt|38.8681086956522
11781|Cress, garden, cooked, boiled, drained, with salt|297.695372881356
11782|Dandelion greens, cooked, boiled, drained, with salt|613.56129787234
11786|Drumstick leaves, cooked, boiled, drained, with salt|217.889117647059
11787|Drumstick pods, cooked, boiled, drained, with salt|38.9612777777778
11789|Jute, potherb, cooked, boiled, drained, with salt|160.702263157895
11790|Kale, cooked, boiled, drained, with salt|514.33887654321
11791|Kale, frozen, cooked, boiled, drained, with salt|560.12106097561
11792|Kale, scotch, cooked, boiled, drained, with salt|48.0705373134328
11794|Lambsquarters, cooked, boiled, drained, with salt|208.683493670886
11795|Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt|43.2654
11799|Mustard greens, cooked, boiled, drained, with salt|399.784805555556
11800|Mustard greens, frozen, cooked, boiled, drained, with salt|272.928166666667
11801|Mustard spinach, (tendergreen), cooked, boiled, drained, with salt|272.18275
11802|New zealand spinach, cooked, boiled, drained, with salt|91.5798627450981
11809|Peas, edible-podded, cooked, boiled, drained, with salt|47.6268108108108
11810|Peas, edible-podded, frozen, cooked, boiled, drained, with salt|56.5326133333333
11811|Peas, green, cooked, boiled, drained, with salt|65.6048795180723
11812|Peas, green, canned, no salt added, solids and liquids|45.79175
11813|Peas, green, canned, no salt added, drained solids|38.4585
11814|Peas, green, frozen, cooked, boiled, drained, with salt|74.9935520833333
11816|Peas and carrots, canned, no salt added, solids and liquids|151.939222222222
11817|Peas and carrots, frozen, cooked, boiled, drained, with salt|213.972388888889
11818|Peas and onions, frozen, cooked, boiled, drained, with salt|42.5832222222222
11819|Peppers, hot chili, red, raw|36.5282666666667
11820|Peppers, hot chili, red, canned, excluding seeds, solids and liquids|247.388266666667
11821|Peppers, sweet, red, raw|54.1840689655173
11823|Peppers, sweet, red, cooked, boiled, drained, without salt|64.1441868131868
11824|Peppers, sweet, red, cooked, boiled, drained, with salt|74.841
11826|Pigeonpeas, immature seeds, cooked, boiled, drained, with salt|38.5188596491228
11827|Pokeberry shoots, (poke), cooked, boiled, drained, with salt|341.39544
11830|Potatoes, baked, skin only, with salt|37.4130161290323
11836|Potatoes, microwaved, cooked, in skin, skin with salt|40.3584166666667
11840|Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, with salt|36.1067868852459
11843|Potatoes, au gratin, home-prepared from recipe using margarine|34.8464492753623
11845|Pumpkin, cooked, boiled, drained, with salt|161.875461538462
11846|Pumpkin, canned, with salt|366.589987341772
11847|Pumpkin, flowers, cooked, boiled, drained, with salt|61.4955254237288
11848|Pumpkin leaves, cooked, boiled, drained, with salt|79.3552535211268
11849|Purslane, cooked, boiled, drained, with salt|59.0470754716981
11853|Soybeans, green, cooked, boiled, drained, with salt|39.1279242424243
11854|Spinach, cooked, boiled, drained, with salt|387.18575
11855|Spinach, canned, no salt added, solids and liquids|265.093431818182
11856|Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt|340.919189189189
11857|Squash, summer, all varieties, cooked, boiled, drained, with salt|43.6696153846154
11861|Squash, summer, zucchini, includes skin, cooked, boiled, drained, with salt|45.4786705882353
11862|Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, with salt|37.8738421052632
11863|Squash, winter, all varieties, cooked, baked, with salt|123.997087912088
11866|Squash, winter, butternut, cooked, baked, with salt|276.159435897436
11867|Squash, winter, butternut, frozen, cooked, boiled, with salt|66.84046875
11868|Squash, winter, hubbard, baked, with salt|143.369534090909
11869|Squash, winter, hubbard, cooked, boiled, mashed, with salt|97.1588101265823
11873|Swamp cabbage (skunk cabbage), cooked, boiled, drained, with salt|123.79658490566
11874|Sweet potato leaves, cooked, steamed, with salt|231.445723684211
11876|Sweet potato, cooked, boiled, without skin, with salt|239.871982300885
11877|Sweet potato, frozen, cooked, baked, with salt|300.861806451613
11879|Taro, leaves, cooked, steamed, with salt|101.660392857143
11881|Taro, tahitian, cooked, with salt|79.5725581395349
11884|Tomatoes, red, ripe, cooked, with salt|51.9555054945055
11885|Tomatoes, red, ripe, canned, packed in tomato juice, no salt added|39.1117884615385
11886|Tomato juice, canned, without salt added|82.2914094488188
11888|Tomato products, canned, puree, with salt added|234.652356435644
11891|Turnip greens, cooked, boiled, drained, with salt|286.60529113924
11892|Turnip greens, frozen, cooked, boiled, drained, with salt|391.1244375
11893|Turnip greens and turnips, frozen, cooked, boiled, drained, with salt|315.2946375
11894|Vegetables, mixed, frozen, cooked, boiled, drained, with salt|115.6212625
11916|Peppers, sweet, red, canned, solids and liquids|37.3106307692308
11917|Peppers, sweet, red, frozen, chopped, unprepared|52.1641111111111
11918|Peppers, sweet, red, frozen, chopped, boiled, drained, without salt|42.2899545454546
11919|Peppers, sweet, red, frozen, chopped, boiled, drained, with salt|44.9717727272727
11921|Peppers, sweet, red, sauteed|58.672
11924|Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt|45.9827307692308
11925|Dock, cooked, boiled, drained, with salt|91.1220196078432
11931|Peppers, sweet, red, freeze-dried|1632.62433707865
11935|Catsup|147.729352941176
11943|Pimento, canned|59.5853736263737
11945|Pickle relish, sweet|46.7293406593407
11948|Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)|34.9662391304348
11949|Catsup, low sodium|140.260336633663
11952|Radicchio, raw|121.376963414634
11955|Tomatoes, sun-dried|609.814533333333
11956|Tomatoes, sun-dried, packed in oil, drained|74.9325538461539
11957|Fennel, bulb, raw|44.6959861111111
11958|Pickle relish, hamburger|33.2491764705882
11959|Arugula, raw|120.473068493151
11960|Carrots, baby, raw|314.368548780488
11962|Peppers, hot chile, sun-dried|608.560066666667
11969|Broccoli, chinese, cooked|64.406602739726
11972|Lemon grass (citronella), raw|33.3690545454545
11973|Beans, fava, in pod, raw|59.3678235294118
11974|Grape leaves, raw|609.216530864198
11975|Grape leaves, canned|234.158032258065
11977|Peppers, serrano, raw|38.5873157894737
11978|Peppers, ancho, dried|339.335831168831
11982|Peppers, pasilla, dried|1157.21583783784
11984|Epazote, raw|57.4451052631579
11985|Fireweed, leaves, raw|162.205837837838
11986|Malabar spinach, cooked|64.1194166666667
11988|Fungi, Cloud ears, dried|84.2653611111111
11990|Wasabi, root, raw|44.5621315789474
11991|Yautia (tannier), raw|34.666375
11994|Broccoli, chinese, raw|71.963347826087
11995|Fiddlehead ferns, raw|231.626
11996|Fiddlehead ferns, frozen, unprepared|206.593466666667
12001|Seeds, breadfruit seeds, raw|45.7027213114754
12003|Seeds, breadfruit seeds, boiled|41.5031639344262
12004|Seeds, breadnut tree seeds, raw|52.8853666666667
12005|Seeds, breadnut tree seeds, dried|67.2904868421053
12006|Seeds, chia seeds, dried|79.3964393939394
12007|Seeds, cottonseed flour, partially defatted (glandless)|102.767697368421
12008|Seeds, cottonseed flour, low fat (glandless)|125.037295081967
12011|Seeds, cottonseed meal, partially defatted (glandless)|133.866672131148
12012|Seeds, hemp seed, hulled|96.755
12013|Seeds, lotus seeds, dried|75.253606557377
12014|Seeds, pumpkin and squash seed kernels, dried|47.231969924812
12016|Seeds, pumpkin and squash seed kernels, roasted, without salt|45.0743941605839
12021|Seeds, safflower seed kernels, dried|85.1026557377049
12022|Seeds, safflower seed meal, partially defatted|59.0406885245901
12023|Seeds, sesame seeds, whole, dried|74.9479222222222
12024|Seeds, sesame seeds, whole, roasted and toasted|93.647515625
12029|Seeds, sesame seed kernels, toasted, without salt added (decorticated)|60.1025393258427
12032|Seeds, sesame flour, partially defatted|66.7916290322581
12033|Seeds, sesame flour, low-fat|60.722870967742
12034|Seeds, sesame meal, partially defatted|81.8217419354839
12036|Seeds, sunflower seed kernels, dried|58.4075495495495
12037|Seeds, sunflower seed kernels, dry roasted, without salt|66.3893125
12038|Seeds, sunflower seed kernels, oil roasted, without salt|49.2404677419355
12039|Seeds, sunflower seed kernels, toasted, without salt|95.712746031746
12040|Seeds, sunflower seed butter, without salt|51.782479338843
12041|Seeds, sunflower seed flour, partially defatted|51.0440394736842
12058|Nuts, acorns, raw|56.9119464285714
12059|Nuts, acorns, dried|73.3583571428571
12060|Nuts, acorn flour, full fat|73.8281607142857
12061|Nuts, almonds|42.2939453125
12062|Nuts, almonds, blanched|46.931
12063|Nuts, almonds, dry roasted, without salt added|44.8503170731707
12065|Nuts, almonds, oil roasted, without salt added|49.7217410714286
12071|Nuts, almond paste|52.4435492957746
12077|Nuts, beechnuts, dried|76.75395
12078|Nuts, brazilnuts, dried, unblanched|63.896520661157
12084|Nuts, butternuts, dried|65.0093421052631
12085|Nuts, cashew nuts, dry roasted, without salt added|56.4357444444444
12086|Nuts, cashew nuts, oil roasted, without salt added|43.277779661017
12087|Nuts, cashew nuts, raw|45.4364727272727
12088|Nuts, cashew butter, plain, without salt added|70.7282352941177
12093|Nuts, chestnuts, chinese, raw|38.9128360655738
12094|Nuts, chestnuts, chinese, dried|62.0837704918033
12096|Nuts, chestnuts, chinese, roasted|37.7780163934426
12097|Nuts, chestnuts, european, raw, unpeeled|34.0175
12099|Nuts, chestnuts, european, dried, unpeeled|49.4199868421053
12100|Nuts, chestnuts, european, dried, peeled|59.3676451612903
12108|Nuts, coconut meat, dried (desiccated), not sweetened|52.3154382022472
12110|Nuts, coconut meat, dried (desiccated), sweetened, flaked, canned|46.1982615384615
12114|Nuts, coconut meat, dried (desiccated), toasted|67.0416190476191
12115|Nuts, coconut cream, raw (liquid expressed from grated meat)|32.67108
12120|Nuts, hazelnuts or filberts|48.0885221238938
12121|Nuts, hazelnuts or filberts, blanched|53.68682
12122|Nuts, hazelnuts or filberts, dry roasted, without salt added|55.91989
12127|Nuts, ginkgo nuts, raw|40.1979193548387
12128|Nuts, ginkgo nuts, dried|77.1371774193548
12130|Nuts, hickorynuts, dried|65.0005394736842
12131|Nuts, macadamia nuts, raw|49.0910776699029
12132|Nuts, macadamia nuts, dry roasted, without salt added|46.321287037037
12135|Nuts, mixed nuts, dry roasted, with peanuts, without salt added|39.0468333333333
12136|Nuts, mixed nuts, dry roasted, with peanuts, salt added, PLANTERS pistachio blend|57.3762551020408
12137|Nuts, mixed nuts, oil roasted, with peanuts, without salt added|41.4372047244095
12138|Nuts, mixed nuts, oil roasted, without peanuts, without salt added|74.3828059701492
12140|Nuts, formulated, wheat-based, unflavored, with salt added|83.4563870967742
12141|Nuts, mixed nuts, dry roasted, with peanuts, salt added, CHOSEN ROASTER|64.6616103896104
12142|Nuts, pecans|45.0016754385965
12143|Nuts, pecans, dry roasted, without salt added|52.0745436893204
12144|Nuts, pecans, oil roasted, without salt added|53.5416363636363
12145|Nuts, pilinuts, dried|102.833053571429
12147|Nuts, pine nuts, dried|47.02415
12149|Nuts, pine nuts, pinyon, dried|75.7834032258065
12151|Nuts, pistachio nuts, raw|83.6822072072072
12152|Nuts, pistachio nuts, dry roasted, without salt added|54.4630387596899
12154|Nuts, walnuts, black, dried|43.9053050847458
12155|Nuts, walnuts, english|46.0433008849557
12156|Nuts, walnuts, glazed|175.5974
12157|Nuts, walnuts, dry roasted, with salt added|79.7663
12158|Seeds, breadfruit seeds, roasted|51.3204262295082
12160|Seeds, cottonseed kernels, roasted (glandless)|89.8787066666667
12163|Seeds, pumpkin and squash seeds, whole, roasted, without salt|62.5759206349206
12166|Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)|62.7702359550562
12169|Seeds, sesame butter, paste|82.469197368421
12170|Seeds, sesame flour, high-fat|79.6264516129032
